Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2019,75,1292,75,1431,72,H,0,25,57,8,22,17,30,13,19,18,13,7,2,21,26,51,5,18,15,18,8,25,9,20,4,3,26
2019,75,1293,82,1188,72,A,0,25,46,5,17,27,31,3,25,18,15,10,0,18,26,63,4,19,16,16,11,20,9,14,4,1,24
2019,75,1295,67,1315,65,H,0,24,54,5,18,14,19,11,25,8,13,4,1,15,23,60,6,20,13,17,12,23,11,8,6,0,20
2019,75,1297,82,1464,74,A,0,29,57,8,23,16,24,13,23,10,15,4,3,18,24,53,9,27,17,20,5,19,8,11,7,5,21
2019,75,1299,57,1288,53,H,0,23,58,2,16,9,14,12,16,17,9,11,5,14,21,49,2,13,9,16,15,26,7,19,4,2,18
2019,75,1301,77,1323,73,A,0,30,69,7,19,10,15,13,30,15,7,4,3,19,24,59,7,28,18,24,10,28,15,9,4,4,18
2019,75,1305,67,1102,52,H,0,24,57,5,27,14,23,10,29,13,14,8,1,18,19,51,6,22,8,9,4,27,11,21,5,0,24
2019,75,1307,83,1461,53,H,0,28,58,9,27,18,23,9,34,20,19,9,6,17,19,54,6,22,9,18,4,22,10,18,10,4,16
2019,75,1308,83,1430,78,A,0,23,49,8,21,29,35,9,19,11,11,7,2,20,26,43,8,16,18,25,2,21,11,15,3,1,27
2019,75,1310,75,1346,72,A,0,27,52,11,19,10,17,7,23,8,9,5,3,14,26,61,10,30,10,11,12,22,16,10,4,1,17
2019,75,1312,77,1239,74,H,0,25,61,8,20,19,24,7,32,14,17,8,4,21,27,64,5,18,15,26,12,32,8,19,12,6,22
2019,75,1313,82,1366,76,N,0,28,60,9,26,17,24,13,33,15,27,5,2,13,26,64,14,40,10,14,7,23,15,16,10,4,19
2019,75,1314,85,1274,76,A,0,33,60,9,20,10,14,13,25,26,15,7,1,19,27,55,9,21,13,18,6,17,13,11,7,2,15
2019,75,1317,76,1349,75,H,0,22,53,6,25,26,39,7,24,8,10,8,1,22,26,53,8,22,15,25,8,33,16,18,3,1,31
2019,75,1318,88,1423,71,H,0,30,61,11,30,17,22,7,23,16,4,7,0,18,28,58,5,15,10,17,11,27,11,12,3,1,17
2019,75,1319,82,1340,75,H,0,27,55,8,19,20,29,9,24,16,15,11,2,16,26,67,9,33,14,20,18,27,10,23,9,1,21
2019,75,1324,79,1178,73,A,0,29,57,9,23,12,22,8,26,15,14,6,2,12,29,69,6,26,9,11,15,25,14,12,5,2,17
2019,75,1330,76,1379,62,H,0,28,67,10,26,10,20,23,22,17,10,9,4,16,23,51,6,20,10,15,9,23,14,13,1,6,16
2019,75,1335,77,1396,70,A,0,28,53,12,30,9,12,3,27,21,11,5,2,12,30,69,3,11,7,9,12,24,9,9,7,0,14
2019,75,1341,55,1238,51,H,0,19,52,4,19,13,22,9,27,10,9,8,2,18,19,54,4,14,9,12,10,30,8,14,3,5,20
2019,75,1342,71,1255,64,H,0,23,57,8,29,17,24,11,33,11,8,2,0,18,20,56,9,35,15,23,8,28,9,8,4,1,17
2019,75,1345,70,1231,55,H,0,27,55,7,22,9,13,8,26,17,11,10,7,20,22,51,4,20,7,18,10,23,12,14,7,6,15
2019,75,1347,71,1421,63,A,0,25,49,9,23,12,21,13,24,17,16,5,4,16,22,53,7,26,12,12,7,17,12,10,7,3,19
2019,75,1348,78,1247,67,A,0,28,49,3,8,19,34,9,35,11,18,6,4,15,23,65,10,22,11,16,12,22,13,11,11,3,25
2019,75,1351,60,1264,47,H,0,22,53,9,20,7,12,10,27,14,17,7,2,20,18,50,5,22,6,17,10,24,10,19,9,7,21
2019,75,1352,79,1136,65,A,0,26,45,7,15,20,27,5,22,15,15,13,1,16,23,52,9,24,10,16,12,16,13,20,6,4,24
2019,75,1358,71,1223,65,A,0,24,57,4,16,19,24,7,25,15,14,13,5,22,22,61,5,20,16,23,19,30,11,22,6,2,24
2019,75,1362,82,1140,63,H,0,35,55,9,19,3,5,7,27,14,15,5,5,18,23,52,6,16,11,16,5,15,8,11,5,3,12
2019,75,1365,69,1334,57,A,0,27,50,8,19,7,8,5,23,12,6,5,2,12,23,55,4,19,7,7,9,17,9,8,2,2,11
2019,75,1368,74,1270,71,A,0,23,51,9,23,19,22,14,21,13,17,4,1,15,29,57,3,15,10,12,8,16,16,10,6,2,19
2019,75,1372,74,1230,71,A,0,23,42,6,19,22,30,7,21,6,17,2,1,20,20,46,8,22,23,28,7,17,16,14,6,0,26
2019,75,1380,69,1115,67,H,0,24,53,8,19,13,16,14,20,16,17,6,5,21,21,45,8,17,17,25,8,16,7,14,9,1,16
2019,75,1381,76,1170,71,H,0,23,43,6,11,24,25,7,35,11,29,5,5,26,24,67,7,24,16,20,11,12,12,10,14,6,21
2019,75,1383,92,1357,85,H,0,31,63,9,24,21,26,10,27,14,14,7,3,24,26,61,7,20,26,32,12,24,9,15,8,2,20
2019,75,1384,80,1148,69,A,0,27,55,8,21,18,26,10,27,15,14,3,4,20,23,61,8,22,15,20,11,22,14,8,6,6,22
2019,75,1388,76,1360,59,H,0,27,62,5,15,17,21,12,28,10,7,9,1,17,24,54,3,16,8,13,4,25,9,11,2,4,17
2019,75,1390,78,1450,66,A,0,30,54,8,20,10,14,5,31,15,14,10,6,9,25,62,10,26,6,8,8,19,10,14,7,1,12
2019,75,1392,64,1263,61,A,0,21,53,7,24,15,25,10,32,18,17,4,8,17,19,53,10,23,13,21,7,30,11,15,8,2,20
2019,75,1393,74,1338,63,H,0,25,54,12,26,12,23,9,28,17,14,8,10,14,22,65,11,35,8,14,18,26,8,17,4,2,23
2019,75,1394,76,1309,61,H,0,29,54,6,19,12,17,6,24,20,15,8,4,19,20,49,1,10,20,25,8,21,7,21,8,1,20
2019,75,1397,71,1104,68,H,0,28,64,3,12,12,16,11,25,16,9,6,7,18,25,59,10,26,8,18,12,29,13,13,3,4,20
2019,75,1400,75,1328,72,H,0,25,55,5,22,20,25,10,26,8,6,2,6,13,27,61,7,17,11,13,9,23,8,6,5,3,18
2019,75,1402,77,1117,64,H,0,22,52,7,18,26,39,12,28,11,10,9,4,19,22,57,8,26,12,19,12,23,9,15,4,6,27
2019,75,1406,64,1174,63,A,0,27,56,6,13,4,7,9,28,12,7,0,3,17,21,55,6,20,15,20,8,23,11,2,2,2,13
2019,75,1407,77,1209,75,H,0,28,58,8,24,13,21,12,26,16,9,4,4,14,29,59,12,30,5,12,9,21,11,9,2,3,13
2019,75,1410,67,1370,62,A,0,24,50,6,15,13,23,5,26,11,11,8,2,23,20,52,2,10,20,25,9,24,10,14,6,4,20
2019,75,1412,83,1427,73,H,0,30,56,6,22,17,23,5,34,9,8,8,4,13,26,73,15,41,6,8,14,26,15,9,4,1,18
2019,75,1413,75,1142,63,H,0,26,53,7,18,16,24,8,28,16,11,8,2,15,23,54,8,25,9,14,6,23,11,13,2,3,22
2019,75,1414,74,1169,68,A,0,24,67,11,25,15,22,26,25,15,11,4,2,17,28,60,9,20,3,11,10,20,15,9,6,6,20
2019,75,1415,75,1218,71,H,0,29,54,13,25,4,8,6,20,26,10,4,1,10,29,52,9,24,4,8,6,22,25,9,8,0,16
2019,75,1416,64,1409,62,H,0,19,51,4,20,22,31,9,28,13,12,5,2,21,19,47,7,19,17,23,4,30,13,13,8,3,29
2019,75,1419,99,1418,95,H,0,33,67,12,30,21,25,8,28,19,13,5,2,23,30,65,10,23,25,34,9,25,22,11,8,4,19
2019,75,1420,65,1107,64,H,0,24,56,6,18,11,15,6,25,9,10,7,1,18,21,52,10,29,12,17,8,29,12,14,4,1,19
2019,75,1422,75,1190,68,A,0,28,62,11,22,8,9,11,24,20,14,12,6,19,26,58,7,22,9,18,14,24,15,17,11,8,15
2019,75,1424,94,1363,56,H,0,34,65,15,31,11,15,9,35,23,13,11,5,18,23,66,3,15,7,14,12,25,13,15,5,3,13
2019,75,1425,80,1417,67,H,0,30,64,12,29,8,12,9,29,26,16,12,5,17,29,71,5,22,4,12,16,28,13,20,8,4,15
2019,75,1426,82,1114,73,H,0,21,44,6,14,34,39,5,30,15,16,7,1,25,24,54,7,17,18,27,7,22,13,11,9,3,26
2019,75,1429,87,1161,72,H,0,32,59,12,25,11,14,11,28,23,13,6,3,20,23,51,10,24,16,26,6,18,13,12,7,2,15
2019,75,1433,68,1269,50,H,0,19,42,6,13,24,32,10,28,12,19,7,7,21,17,58,5,21,11,17,18,17,10,19,8,4,29
2019,75,1434,75,1320,66,H,0,26,51,7,16,16,19,12,22,17,14,4,2,16,21,48,7,24,17,20,6,14,11,10,9,4,16
2019,75,1436,78,1127,50,H,0,27,60,7,25,17,20,21,26,14,17,10,2,15,19,45,6,16,6,10,2,14,5,20,10,3,19
2019,75,1439,87,1448,71,H,0,29,51,11,26,18,22,4,19,15,11,8,4,24,18,48,8,24,27,38,14,19,8,16,3,0,18
2019,75,1440,91,1441,83,H,0,32,57,11,25,16,26,4,16,18,6,9,2,18,29,52,11,25,14,17,9,29,11,18,3,4,22
2019,75,1442,87,1236,58,H,0,35,62,15,24,2,2,10,32,21,13,5,5,14,23,59,4,20,8,13,7,17,8,12,7,4,5
2019,75,1443,72,1194,66,H,0,24,56,6,21,18,21,11,27,13,11,10,6,8,24,60,14,30,4,7,12,23,12,15,3,1,19
2019,75,1449,71,1143,52,H,0,21,47,10,27,19,28,9,31,12,18,7,11,20,18,59,1,15,15,23,12,20,8,13,12,1,25
2019,75,1451,78,1294,64,H,0,29,52,9,20,11,17,5,26,13,14,7,7,21,20,54,5,19,19,24,11,22,8,16,5,3,20
2019,75,1452,65,1242,64,H,0,25,54,5,14,10,14,5,23,12,13,11,2,14,24,55,5,16,11,13,9,25,6,18,7,1,15
2019,75,1453,90,1227,85,H,0,31,66,8,23,20,25,9,33,11,9,6,8,17,31,72,12,33,11,16,10,28,12,10,5,7,19
2019,75,1454,64,1237,57,H,0,23,56,8,18,10,11,8,27,8,12,5,5,16,20,56,8,24,9,11,10,23,14,12,8,5,12
2019,75,1457,82,1367,72,A,0,28,63,11,29,15,21,11,36,12,13,3,6,15,24,63,11,29,13,17,5,29,14,9,9,5,19
2019,75,1458,64,1276,54,H,0,26,58,5,13,7,9,7,25,17,11,7,3,11,22,54,5,18,5,11,9,25,11,16,6,7,17
2019,75,1459,59,1202,54,H,0,21,54,8,25,9,17,12,23,11,12,4,3,15,20,57,7,27,7,10,11,20,12,11,5,3,16
2019,75,1460,89,1156,66,A,0,26,51,8,23,29,32,11,20,13,12,8,1,18,25,52,5,20,11,12,8,14,11,15,6,5,21
2019,75,1463,70,1135,67,A,0,29,61,5,20,7,11,10,32,14,20,9,3,14,28,73,7,26,4,4,13,26,10,14,10,4,15
2019,75,1466,63,1391,62,H,0,23,64,4,25,13,25,17,31,5,12,8,2,22,20,56,6,18,16,25,11,33,8,11,6,3,23
2019,76,1130,87,1199,82,H,0,27,55,13,21,20,28,12,27,16,15,6,4,20,28,67,8,25,18,24,16,22,12,9,4,4,25
2019,76,1133,57,1356,54,A,0,19,54,7,20,12,17,13,27,8,10,5,3,15,20,51,5,18,9,14,7,24,12,9,4,5,14
2019,76,1176,74,1331,58,H,0,23,43,8,19,20,24,6,27,13,15,8,3,15,20,58,11,24,7,10,11,16,13,13,5,1,20
2019,76,1179,74,1283,63,H,0,28,60,11,24,7,8,8,25,16,17,10,4,18,24,52,4,15,11,20,9,23,5,17,10,6,16
2019,76,1182,91,1203,85,A,0,32,67,8,23,19,23,14,30,22,15,5,9,20,32,75,7,27,14,20,15,24,17,10,8,5,20
2019,76,1234,95,1228,71,H,0,34,50,15,21,12,16,3,26,29,15,3,5,11,27,69,11,32,6,9,17,13,15,12,9,3,18
2019,76,1266,79,1344,68,H,0,23,54,10,22,23,25,3,28,16,6,5,6,18,26,63,4,19,12,23,15,28,19,10,6,2,24
2019,76,1284,83,1233,81,H,0,26,60,5,18,26,39,15,24,17,11,5,4,24,23,56,11,33,24,29,7,23,16,13,7,1,27
2019,76,1303,75,1377,68,H,0,28,55,9,19,10,12,10,24,13,13,5,6,12,25,54,11,24,7,9,7,15,11,13,4,0,15
2019,76,1428,78,1160,69,H,0,25,55,9,22,19,29,9,29,16,11,9,5,22,26,64,6,17,11,16,12,25,10,11,4,1,23
2019,77,1108,74,1115,69,H,0,23,52,8,20,20,30,13,22,20,14,7,3,22,22,55,9,20,16,24,13,21,17,12,6,1,25
2019,77,1124,85,1452,73,A,0,29,58,8,27,19,31,16,29,17,18,7,0,26,24,62,4,17,21,34,16,19,11,13,11,4,26
2019,77,1126,89,1271,68,H,0,32,54,9,17,16,29,9,22,23,9,9,4,19,25,53,5,16,13,23,11,22,20,14,6,3,25
2019,77,1136,76,1384,67,H,0,25,47,10,22,16,20,5,26,14,14,4,1,16,25,57,7,24,10,15,10,20,12,14,7,2,21
2019,77,1166,91,1207,87,A,0,30,63,13,29,18,24,6,29,17,7,7,3,17,32,65,12,27,11,16,8,30,23,9,4,3,16
2019,77,1192,87,1291,69,H,0,31,60,12,26,13,15,11,21,21,8,8,1,17,25,52,7,20,12,19,9,18,12,13,1,5,15
2019,77,1195,87,1391,65,H,0,34,68,10,28,9,12,7,28,22,7,11,4,13,23,62,8,26,11,14,11,26,14,18,4,1,15
2019,77,1197,60,1175,47,H,0,21,50,7,19,11,20,6,33,8,14,3,8,12,17,59,6,24,7,13,11,30,8,11,10,1,16
2019,77,1217,84,1224,71,A,0,25,53,12,28,22,24,9,31,20,14,5,5,20,25,63,8,25,13,22,13,20,18,9,6,3,20
2019,77,1242,80,1235,76,H,0,33,64,6,14,8,13,11,27,10,11,7,3,17,27,62,12,30,10,17,13,23,12,14,7,3,18
2019,77,1251,72,1466,47,H,0,23,45,6,22,20,24,4,34,13,13,6,3,15,18,56,3,21,8,13,6,19,6,11,8,1,20
2019,77,1252,86,1244,57,H,0,29,61,8,22,20,27,8,34,18,12,8,3,16,20,55,2,12,15,22,4,27,10,14,5,4,23
2019,77,1265,62,1264,46,A,0,18,42,6,17,20,28,7,27,10,13,5,5,20,15,44,3,12,13,22,7,20,8,15,5,2,26
2019,77,1277,69,1268,55,H,0,28,61,6,26,7,11,13,27,21,9,9,9,12,21,61,9,26,4,7,14,24,17,12,2,4,14
2019,77,1294,77,1226,53,A,0,26,58,13,27,12,15,9,26,14,5,5,1,15,23,55,2,17,5,9,9,22,2,11,2,6,13
2019,77,1299,80,1164,71,H,0,30,55,6,17,14,25,5,28,17,11,6,3,13,26,57,11,29,8,13,6,24,10,16,6,2,19
2019,77,1300,92,1288,64,H,0,35,66,12,23,10,15,10,35,24,14,5,3,17,26,64,2,12,10,16,7,24,12,11,3,4,15
2019,77,1312,76,1316,72,A,0,25,60,8,21,18,24,13,32,15,12,7,0,14,27,66,9,27,9,15,13,25,11,12,6,3,23
2019,77,1313,74,1354,69,A,0,23,54,9,22,19,26,11,23,8,13,5,5,23,23,58,9,21,14,22,17,22,11,13,1,3,20
2019,77,1314,103,1439,82,H,0,36,67,16,34,15,17,10,25,25,13,9,2,13,27,61,13,28,15,16,10,22,21,16,8,1,18
2019,77,1330,76,1150,70,A,0,20,47,7,20,29,33,6,24,12,9,10,5,19,19,47,11,27,21,30,7,23,11,15,5,2,23
2019,77,1341,83,1212,66,H,0,26,58,6,19,25,39,14,18,16,11,10,2,24,22,39,3,13,19,30,4,25,12,26,5,5,29
2019,77,1342,68,1367,59,A,0,20,44,11,23,17,26,5,25,13,11,5,1,13,20,56,9,23,10,18,13,26,14,12,3,2,21
2019,77,1347,72,1255,59,A,0,29,60,8,24,6,8,9,21,8,11,4,4,17,19,47,7,23,14,15,7,24,9,17,4,5,17
2019,77,1352,70,1148,59,A,0,22,50,8,22,18,28,6,24,13,10,10,2,19,20,47,6,18,13,20,7,27,12,18,4,0,25
2019,77,1353,76,1304,69,H,0,27,61,5,13,17,26,14,30,10,15,8,5,19,25,60,9,22,10,18,9,25,12,12,11,4,24
2019,77,1357,62,1447,38,H,0,21,47,5,12,15,19,9,38,12,19,5,10,17,11,61,5,25,11,17,13,18,5,12,6,4,21
2019,77,1380,80,1290,56,H,0,30,55,7,16,13,19,11,33,19,14,3,4,20,20,52,7,23,9,20,6,17,13,13,7,2,18
2019,77,1383,79,1254,70,A,0,25,56,11,26,18,28,12,24,9,10,6,1,26,21,58,3,19,25,31,16,26,10,14,4,4,23
2019,77,1411,75,1238,65,H,0,25,48,9,17,16,22,9,28,16,18,9,0,11,24,55,9,26,8,11,5,19,11,13,10,3,19
2019,77,1443,68,1267,59,H,0,23,55,4,18,18,22,11,36,8,21,6,5,11,22,62,8,32,7,10,6,22,9,16,11,3,14
2019,77,1457,66,1421,45,H,0,22,53,13,40,9,15,14,27,15,9,4,1,15,17,54,4,24,7,11,12,22,9,9,5,3,19
2019,78,1102,74,1129,60,H,0,26,48,5,16,17,21,8,33,14,17,1,4,18,20,55,5,25,15,23,6,16,4,6,7,4,19
2019,78,1103,70,1141,67,H,0,24,65,5,27,17,23,14,32,12,13,5,5,17,24,62,9,22,10,19,12,30,12,11,3,0,19
2019,78,1104,74,1279,53,H,0,25,65,7,22,17,22,20,24,8,9,9,9,16,20,50,6,20,7,14,10,22,6,16,1,4,20
2019,78,1132,80,1185,67,A,0,29,60,9,19,13,18,12,25,20,7,6,2,21,22,52,7,21,16,23,10,23,9,9,1,3,17
2019,78,1181,79,1338,64,A,0,28,65,7,23,16,20,16,23,15,13,9,7,17,22,53,3,15,17,20,11,23,6,14,5,3,18
2019,78,1196,81,1401,72,H,0,29,62,18,37,5,5,13,22,16,17,8,6,10,28,59,9,22,7,10,12,19,14,16,7,4,12
2019,78,1199,77,1155,68,H,0,25,55,10,22,17,21,6,25,14,8,1,1,15,26,58,5,17,11,14,7,26,13,11,1,1,17
2019,78,1201,66,1361,62,H,0,21,54,10,27,14,22,14,27,11,17,4,0,20,24,53,5,22,9,15,4,24,8,11,6,2,23
2019,78,1210,63,1323,61,H,0,24,52,5,19,10,15,9,25,11,14,8,2,15,21,65,7,30,12,15,20,20,15,13,9,4,12
2019,78,1243,58,1403,45,H,0,19,41,5,17,15,22,6,27,7,17,8,0,16,16,49,5,23,8,11,7,18,7,13,10,2,19
2019,78,1245,87,1405,85,H,0,31,68,13,34,12,16,13,22,16,10,10,5,13,35,67,9,21,6,8,12,26,22,16,5,4,14
2019,78,1246,76,1280,55,H,0,26,59,8,16,16,22,15,28,14,16,8,8,17,19,61,3,20,14,18,15,21,5,15,8,6,18
2019,78,1275,71,1123,65,A,0,24,47,9,24,14,19,5,22,11,17,7,3,21,24,59,1,11,16,20,15,21,7,13,9,5,18
2019,78,1276,59,1278,57,H,0,21,62,3,22,14,22,12,21,7,6,9,4,13,21,52,5,15,10,14,13,30,8,16,2,4,17
2019,78,1296,77,1138,75,H,0,27,54,4,13,19,24,3,37,8,18,7,1,27,22,60,9,30,22,31,9,28,11,17,4,3,23
2019,78,1321,73,1231,66,H,0,21,53,10,24,21,29,5,24,17,5,4,8,18,23,60,4,21,16,21,14,30,15,13,1,4,22
2019,78,1325,81,1444,76,H,0,28,55,10,23,15,22,8,23,22,12,8,5,16,27,60,9,19,13,15,11,23,13,14,5,2,20
2019,78,1376,80,1120,77,H,0,30,64,6,18,14,22,14,26,16,11,4,8,21,25,61,7,25,20,26,11,23,9,12,7,4,22
2019,78,1378,54,1455,41,H,0,15,50,6,19,18,24,13,28,8,18,6,5,23,15,53,2,18,9,22,16,27,9,20,3,3,25
2019,78,1389,74,1310,72,A,0,27,51,7,13,13,17,9,25,10,13,5,5,17,21,46,12,21,18,23,3,18,13,12,6,3,13
2019,78,1424,74,1307,58,H,0,25,57,14,25,10,23,12,29,16,11,4,4,15,22,62,6,23,8,15,15,27,6,14,7,4,20
2019,78,1437,80,1139,72,A,0,26,53,12,26,16,18,9,21,12,8,3,3,12,29,60,11,29,3,5,9,19,13,9,2,1,15
2019,78,1438,68,1448,45,H,0,22,57,7,21,17,21,12,29,14,7,6,6,15,17,55,6,24,5,7,10,27,10,11,5,3,18
2019,79,1110,70,1131,66,A,0,26,50,6,17,12,15,4,17,15,11,12,5,17,27,53,3,10,9,15,12,23,6,18,6,2,15
2019,79,1116,72,1281,60,H,0,26,59,10,25,10,16,8,21,18,14,13,0,20,19,42,10,25,12,17,4,26,9,24,2,0,21
2019,79,1119,76,1221,57,H,0,26,45,11,24,13,17,5,30,21,12,4,0,13,23,55,7,23,4,9,6,15,9,7,10,3,18
2019,79,1133,85,1229,68,H,0,31,54,10,17,13,19,6,34,19,11,2,3,18,23,61,7,25,15,19,7,22,13,8,4,2,21
2019,79,1137,71,1259,68,H,0,25,55,10,23,11,11,8,20,18,14,6,5,20,25,54,5,18,13,19,9,20,14,13,8,2,18
2019,79,1146,76,1309,71,H,0,24,51,9,25,19,26,9,31,13,19,5,10,15,27,74,9,21,8,12,19,22,10,10,11,3,19
2019,79,1159,57,1248,47,H,0,21,49,3,13,12,16,4,35,11,13,7,1,10,18,54,8,24,3,4,1,26,10,11,6,6,17
2019,79,1169,86,1253,71,H,0,33,65,8,21,12,14,13,23,19,10,10,4,14,28,58,8,16,7,8,7,21,17,15,6,3,15
2019,79,1172,73,1203,62,H,0,25,54,11,26,12,20,0,29,10,7,6,0,15,20,50,8,24,14,18,4,33,11,15,3,1,19
2019,79,1179,78,1191,66,H,0,31,59,4,15,12,20,6,30,8,9,3,2,15,24,56,8,29,10,11,2,29,8,15,3,1,20
2019,79,1182,77,1387,73,H,0,23,61,6,29,25,38,12,19,14,12,7,7,17,26,67,2,20,19,22,23,31,10,23,7,4,29
2019,79,1198,78,1194,74,A,0,29,61,12,26,8,18,4,28,17,9,7,3,17,26,69,9,30,13,17,16,33,14,10,2,1,18
2019,79,1206,67,1173,63,A,0,24,53,6,20,13,16,6,23,11,8,7,0,12,25,54,8,27,5,9,9,25,19,15,3,4,11
2019,79,1216,74,1306,39,H,0,28,62,12,30,6,8,8,42,12,8,3,2,19,15,66,6,29,3,9,13,25,7,6,3,4,13
2019,79,1222,94,1187,50,H,0,29,56,16,24,20,24,11,36,21,12,4,5,9,20,62,2,22,8,11,8,17,9,10,8,3,20
2019,79,1232,70,1434,53,H,0,26,51,6,15,12,14,7,20,13,8,9,0,14,19,45,2,10,13,16,7,19,10,14,3,3,14
2019,79,1247,73,1200,71,A,0,27,52,14,26,5,8,7,27,18,15,5,3,18,26,62,8,25,11,14,11,21,10,8,5,1,13
2019,79,1249,87,1230,81,H,0,29,54,7,18,22,32,9,23,16,14,12,3,16,30,58,8,18,13,15,6,23,20,16,7,1,20
2019,79,1250,85,1298,74,A,0,27,57,7,26,24,26,6,25,18,15,11,1,16,29,64,8,24,8,14,13,24,13,20,6,3,21
2019,79,1261,92,1208,82,H,0,33,66,5,20,21,29,11,21,8,8,11,5,17,30,56,8,17,14,18,8,23,13,17,5,1,22
2019,79,1262,85,1127,79,A,0,28,71,14,36,15,19,15,24,18,6,8,2,16,28,57,8,25,15,21,9,29,6,12,5,9,19
2019,79,1266,79,1177,69,H,0,22,52,7,17,28,32,9,25,16,19,8,8,16,24,63,6,21,15,19,13,24,17,16,11,1,21
2019,79,1283,70,1260,35,H,0,26,41,12,23,6,8,7,21,13,14,6,4,9,12,35,2,10,9,11,3,6,6,14,7,0,13
2019,79,1305,100,1161,60,H,0,37,66,13,27,13,20,6,27,21,7,11,3,14,21,53,9,20,9,14,7,30,13,21,4,0,19
2019,79,1328,70,1329,61,A,0,26,52,6,18,12,16,5,23,17,6,8,2,11,22,52,12,27,5,7,8,23,15,13,4,4,14
2019,79,1344,64,1462,62,A,0,25,61,6,22,8,10,14,16,16,10,11,5,12,25,52,6,17,6,6,10,24,14,18,5,3,14
2019,79,1345,79,1326,67,A,0,23,48,12,24,21,25,10,20,13,18,8,3,17,23,44,10,22,11,16,4,19,11,19,9,1,19
2019,79,1348,71,1433,65,H,0,25,61,1,9,20,26,14,24,9,14,6,4,20,22,51,2,12,19,25,8,25,7,19,8,9,22
2019,79,1356,70,1320,62,H,0,26,52,7,20,11,16,8,24,14,17,11,5,13,24,55,8,21,6,8,9,21,9,20,9,1,19
2019,79,1358,78,1322,64,A,0,27,60,14,29,10,14,13,24,13,10,6,1,20,25,62,3,28,11,15,16,21,6,12,3,5,14
2019,79,1368,70,1223,67,A,0,23,47,8,18,16,23,11,21,19,22,10,2,18,22,47,5,15,18,24,8,16,9,22,11,3,23
2019,79,1372,61,1101,60,H,0,23,54,7,19,8,11,8,22,10,21,12,1,14,23,52,6,17,8,10,9,23,12,26,11,4,15
2019,79,1377,70,1315,56,A,0,25,53,3,17,17,25,8,26,12,10,10,1,16,20,50,3,14,13,13,4,26,6,16,3,1,20
2019,79,1382,65,1269,51,A,0,23,52,7,18,12,13,7,26,15,13,6,4,11,19,54,10,33,3,5,10,17,12,13,7,1,14
2019,79,1386,74,1350,70,H,0,25,58,12,28,12,13,12,32,14,14,2,4,13,27,59,6,22,10,15,3,20,17,4,7,3,14
2019,79,1392,67,1107,66,A,0,26,62,7,22,8,14,12,28,12,13,5,6,13,23,67,8,31,12,16,16,28,19,9,7,4,14
2019,79,1394,75,1311,73,H,0,25,61,9,24,16,19,12,28,13,10,3,2,16,22,51,14,25,15,18,4,26,15,9,4,4,19
2019,79,1395,65,1400,61,H,0,24,59,5,20,12,18,14,28,13,15,8,3,12,24,58,9,26,4,7,7,26,13,17,10,5,20
2019,79,1397,88,1435,83,A,0,27,58,5,20,29,32,5,25,16,8,5,7,20,30,60,10,21,13,21,7,26,17,15,5,3,29
2019,79,1414,75,1218,74,A,0,30,60,7,17,8,19,10,28,10,16,3,5,23,22,57,11,29,19,25,9,26,13,14,7,3,22
2019,79,1415,74,1142,51,A,0,29,58,10,20,6,7,13,35,16,14,3,0,10,20,59,8,32,3,6,5,16,11,6,6,3,11
2019,79,1416,75,1408,50,A,0,31,71,8,28,5,10,15,27,9,11,12,4,17,18,54,3,12,11,16,10,28,9,19,7,7,10
2019,79,1420,74,1436,61,A,0,24,46,8,21,18,25,6,29,13,11,4,8,20,18,53,10,22,15,19,10,19,9,11,3,3,23
2019,79,1458,72,1228,60,A,0,24,47,7,14,17,21,8,30,12,17,5,4,23,22,62,4,21,12,22,14,16,9,10,10,0,19
2019,79,1461,59,1363,46,H,0,23,41,9,24,4,8,2,23,14,17,10,3,15,17,52,5,21,7,14,15,18,12,16,7,0,14
2019,80,1113,84,1417,73,A,0,31,69,7,27,15,21,15,33,18,17,5,1,21,27,66,9,25,10,21,12,28,17,15,7,2,20
2019,80,1117,82,1111,81,H,0,31,70,6,20,14,19,13,30,15,13,11,5,26,24,58,11,28,22,30,7,29,15,15,2,1,19
2019,80,1122,89,1398,74,H,0,30,55,8,17,21,30,7,27,15,12,8,4,19,25,50,13,26,11,25,7,21,12,19,6,1,24
2019,80,1125,79,1293,66,A,0,33,62,7,22,6,10,4,33,20,9,4,5,19,20,62,8,28,18,28,14,29,13,10,5,4,14
2019,80,1136,63,1148,60,H,0,22,53,9,25,10,13,5,27,10,9,5,4,12,25,62,5,19,5,6,11,27,8,10,1,5,14
2019,80,1140,71,1388,66,H,0,27,59,4,14,13,21,11,17,14,2,8,4,16,26,59,5,20,9,11,17,25,5,15,1,2,20
2019,80,1144,77,1342,73,H,0,30,58,9,24,8,11,6,24,17,4,4,2,13,24,53,12,27,13,17,6,24,17,8,2,0,11
2019,80,1145,80,1284,66,H,0,29,49,11,21,11,23,6,28,21,17,3,4,21,21,56,4,18,20,25,10,21,8,14,10,3,22
